NEIGHBORHOOD,ADDRESS,Sale_Price,SALE_DATE
BAY RIDGE,"9281 SHORE ROAD, 306",498500,5/4/20
BERGEN BEACH,7214 ROYCE PL,1020000,5/4/20
BUSHWICK,"982 WILLOUGHBY AVE, 3A",755000,5/4/20
CANARSIE,754 EAST 78TH STREET,635000,5/4/20
CANARSIE,654 EAST 89TH STREET,578000,5/4/20
CANARSIE,9818 FOSTER AVENUE,660000,5/4/20
CLINTON HILL,"209 CLINTON AVENUE, 8B",675000,5/4/20
EAST NEW YORK,737 SHEFFIELD AVENUE,10,5/4/20
EAST NEW YORK,733 SHEFFIELD AVENUE,10,5/4/20
FLATBUSH-EAST,2140 NEW YORK AVENUE,1145000,5/4/20
FLATBUSH-LEFFERTS GARDEN,163 MAPLE STREET,2040875,5/4/20
GREENPOINT,112 OAK STREET,3150000,5/4/20
GREENPOINT,394 MC GUINESS BLVD,6800000,5/4/20
PARK SLOPE,56 8TH AVENUE,3925000,5/4/20
PARK SLOPE,"694 DEGRAW STREET, 2",1795000,5/4/20
BEDFORD STUYVESANT,"57 DECATUR STREET, 2",1361422,5/5/20
BERGEN BEACH,1472 EAST 71 STREET,785000,5/5/20
BERGEN BEACH,"1117 EAST 73RD STREET, 62",435000,5/5/20
BERGEN BEACH,"1117 EAST 73RD STREET, 45",435000,5/5/20
BOROUGH PARK,930 52ND STREET,1450000,5/5/20
BOROUGH PARK,854 44TH STREET,1650000,5/5/20
BOROUGH PARK,"1422 49TH STREET, 4",905000,5/5/20
BUSHWICK,48 CEDAR ST,58750000,5/5/20
CLINTON HILL,"545 WASHINGTON AVENUE, 706",1295000,5/5/20
DYKER HEIGHTS,1019 78 ST,987000,5/5/20
EAST NEW YORK,993 DUMONT AVENUE,829800,5/5/20
EAST NEW YORK,514 BERRIMAN STREET,570000,5/5/20
EAST NEW YORK,"1065 VERMONT STREET, 5 2L",315000,5/5/20
FLATBUSH-EAST,1048 BROOKLYN AVENUE,801000,5/5/20
GOWANUS,"488 4TH AVENUE, 5",1425000,5/5/20
GREENPOINT,255 KENT STREET,4650000,5/5/20
GREENPOINT,248 JAVA STREET,4650000,5/5/20
GREENPOINT,257 KENT STREET,4650000,5/5/20
GREENPOINT,N/A KENT STREET,4650000,5/5/20
MARINE PARK,1439 EAST 35TH STREET,1,5/5/20
OCEAN PARKWAY-NORTH,"1620 EAST 2ND STREET, 2-F",415000,5/5/20
OLD MILL BASIN,1435 EAST 56TH STREET,559000,5/5/20
PARK SLOPE,"680 CARROLL STREET, 3",1550680,5/5/20
PROSPECT HEIGHTS,30 UNDERHILL AVENUE,2200000,5/5/20
SHEEPSHEAD BAY,"2620 EAST 13 STREET, 3F",315000,5/5/20
SHEEPSHEAD BAY,"2741 EAST 28TH STREET, 5A",210000,5/5/20
SUNSET PARK,330 56TH STREET,400000,5/5/20
WILLIAMSBURG-EAST,"21 POWERS STREET, PHC",1025000,5/5/20
WILLIAMSBURG-EAST,"21 POWERS STREET, P3",1025000,5/5/20
WINDSOR TERRACE,313 VANDERBILT STREET,1575000,5/5/20
BAY RIDGE,172 71ST STREET,803000,5/6/20
BAY RIDGE,6740 THIRD AVENUE,10500000,5/6/20
BOROUGH PARK,2082 62ND STREET,1570000,5/6/20
BOROUGH PARK,"1445 49TH STREET, 2",695000,5/6/20
BRIGHTON BEACH,"3041 BRIGHTON 2 STREET, 1C",550000,5/6/20
BROOKLYN HEIGHTS,"150 JORALEMON STREET, 5C",820000,5/6/20
BUSHWICK,507 HART STREET,330855,5/6/20
CLINTON HILL,"210 CLINTON AVENUE, 10G",640000,5/6/20
CLINTON HILL,"193 CLINTON AVENUE, 4H",590000,5/6/20
DOWNTOWN-FULTON MALL,"10 NEVINS STREET, 10A",1218055,5/6/20
EAST NEW YORK,710 CLEVELAND STREET,550000,5/6/20
FLATBUSH-EAST,25 ALTON PLACE,510000,5/6/20
FORT GREENE,370 CLERMONT AVENUE,4100000,5/6/20
GRAVESEND,"1613 WEST 9TH STREET, 4B",680000,5/6/20
GRAVESEND,"1613 WEST 9TH STREET, PS 01",680000,5/6/20
GREENPOINT,146 1/2 JAVA STREET,2425000,5/6/20
MIDWOOD,1353 EAST 29TH STREET,549322,5/6/20
OCEAN PARKWAY-NORTH,1511 EAST 3RD STREET,1350000,5/6/20
PARK SLOPE,170 GARFIELD PLACE,3300000,5/6/20
PARK SLOPE,"285 5TH AVENUE, 2A",400000,5/6/20
PARK SLOPE,"632 11TH STREET, 5",980000,5/6/20
PROSPECT HEIGHTS,"222 PARK PLACE, 4C",1500000,5/6/20
PROSPECT HEIGHTS,"222 PARK PLACE, PS2",1500000,5/6/20
WILLIAMSBURG-EAST,"721 FLUSHING AVENUE, 7B",900000,5/6/20
BAY RIDGE,475 82ND STREET,1398000,5/7/20
BEDFORD STUYVESANT,536 WILLOUGHBY AVENUE,1060000,5/7/20
BEDFORD STUYVESANT,"105 LEXINGTON AVENUE, 4B",1445000,5/7/20
BOERUM HILL,"423 ATLANTIC AVENUE, 3B",999000,5/7/20
BOROUGH PARK,1833 49TH STREET,1200500,5/7/20
BOROUGH PARK,"4323 9TH AVENUE, 4H",350000,5/7/20
BOROUGH PARK,"1415 46TH STREET, 3R",1221900,5/7/20
BOROUGH PARK,1258 MCDONALD AVENUE,7000000,5/7/20
BOROUGH PARK,1429 47 STREET,987459,5/7/20
BROWNSVILLE,438 BRISTOL ST,772500,5/7/20
BUSHWICK,196 CORNELIA STREET,10,5/7/20
BUSHWICK,"168 EVERGREEN AVE, 2A",590000,5/7/20
CANARSIE,10019 AVENUE N,185259,5/7/20
CLINTON HILL,"205 CLINTON AVENUE, 10D",682000,5/7/20
CROWN HEIGHTS,434 BROOKLYN AVENUE,660000,5/7/20
CROWN HEIGHTS,"1493 PROSPECT PLACE, 3",691600,5/7/20
CROWN HEIGHTS,"1062 BERGEN STREET, 3A",485000,5/7/20
CROWN HEIGHTS,"808A BERGEN STREET, 3",1160000,5/7/20
DOWNTOWN-METROTECH,"235 ADAMS STREET, 16K",333000,5/7/20
EAST NEW YORK,381 VERMONT STREET,375000,5/7/20
FLATBUSH-CENTRAL,"1702 NEWKIRK AVENUE, 5B",1018250,5/7/20
FLATBUSH-CENTRAL,"1702 NEWKIRK AVENUE, P4",1018250,5/7/20
FLATBUSH-EAST,972 ALBANY AVENUE,621000,5/7/20
FLATBUSH-EAST,1306 EAST 34TH STREET,860000,5/7/20
FLATBUSH-EAST,499 EAST 48TH STREET,10,5/7/20
FLATBUSH-EAST,3511 SNYDER AVENUE,650000,5/7/20
FLATBUSH-NORTH,"345 LENOX ROAD, 4B",529791,5/7/20
GERRITSEN BEACH,66 DARE COURT,500000,5/7/20
GERRITSEN BEACH,68 DARE COURT,500000,5/7/20
GOWANUS,"229 9TH STREET, PH8A",1600000,5/7/20
GOWANUS,"161 12TH STREET, 3B",1175000,5/7/20
GRAVESEND,"2260 BENSON AVENUE, 6E",320000,5/7/20
GREENPOINT,105 NEWEL STREET,1300000,5/7/20
GREENPOINT,"548 LEONARD ST, 3B",933441,5/7/20
MIDWOOD,1259 EAST 27 STREET,2300000,5/7/20
MILL BASIN,2260 EAST 65TH STREET,1440235,5/7/20
OCEAN PARKWAY-NORTH,1117 EAST 5TH STREET,1800000,5/7/20
OCEAN PARKWAY-NORTH,1580 EAST 5TH STREET,1700000,5/7/20
PARK SLOPE,488 13TH STREET,4240000,5/7/20
PROSPECT HEIGHTS,593A VANDERBILT AVE,2300000,5/7/20
SHEEPSHEAD BAY,2305 EAST 14TH STREET,1312000,5/7/20
SHEEPSHEAD BAY,"2319 EAST 13 STREET, 3A",810000,5/7/20
SHEEPSHEAD BAY,"2450 EAST 11TH STREET, 1B",670009,5/7/20
SHEEPSHEAD BAY,"2555 BATCHELDER STREET, 3F",210000,5/7/20
SHEEPSHEAD BAY,"2450 EAST 11TH STREET, P1",670009,5/7/20
SUNSET PARK,5812 8 AVENUE,1600000,5/7/20
SUNSET PARK,"181 18TH STREET, 606",735356,5/7/20
WILLIAMSBURG-EAST,"63 CONSELYEA STREET, A1",466440,5/7/20
WILLIAMSBURG-SOUTH,"261 UNION AVENUE, 4",999000,5/7/20
WYCKOFF HEIGHTS,1069 HART STREET,925000,5/7/20
BATH BEACH,"8707 19TH AVENUE, 2E",728049,5/8/20
BATH BEACH,"8707 19TH AVENUE, P10",728049,5/8/20
BEDFORD STUYVESANT,523 MACON STREET,1000,5/8/20
BOROUGH PARK,1462 51ST STREET,1550000,5/8/20
BRIGHTON BEACH,3031 BRIGHTON 1 STREET,835000,5/8/20
CROWN HEIGHTS,"805 WASHINGTON AVENUE, 5A",1300000,5/8/20
CROWN HEIGHTS,"792 CLASSON AVENUE, 1",1225000,5/8/20
CYPRESS HILLS,234 ETNA STREET,710000,5/8/20
FLATBUSH-EAST,1147 BROOKLYN AVENUE,250000,5/8/20
FLATBUSH-EAST,"3400 SNYDER AVENUE, 5K",320000,5/8/20
FLATBUSH-NORTH,300 EAST 48TH STREET,567500,5/8/20
FLATBUSH-NORTH,117 EAST 46TH STREET,600000,5/8/20
GOWANUS,"488 4TH AVENUE, 6",1450000,5/8/20
GOWANUS,"229 9TH STREET, 504",775000,5/8/20
GREENPOINT,"190 FREEMAN STREET, 4B",985000,5/8/20
OCEAN HILL,2087 PACIFIC STREET,1245000,5/8/20
OCEAN HILL,"203 MOTHER GASTON, 4A",415469,5/8/20
OCEAN PARKWAY-NORTH,571 OCEAN PARKWAY,3900000,5/8/20
OCEAN PARKWAY-NORTH,"1360 OCEAN PARKWAY, 2D",328252,5/8/20
OCEAN PARKWAY-SOUTH,745 DESMOND COURT,975000,5/8/20
OCEAN PARKWAY-SOUTH,"2580 OCEAN PARKWAY, 4-H",375000,5/8/20
OLD MILL BASIN,2319 UTICA AVENUE,515000,5/8/20
PARK SLOPE,"459 12TH STREET, 2D",1110000,5/8/20
PARK SLOPE,"1019 8 AVENUE, 2",1125000,5/8/20
PROSPECT HEIGHTS,34 UNDERHILL AVENUE,2200000,5/8/20
PROSPECT HEIGHTS,"274 ST. JOHN'S PLACE, 3C",828500,5/8/20
PROSPECT HEIGHTS,"856 WASHINGTON AVENUE, 3B",1575000,5/8/20
SUNSET PARK,"126 19TH STREET, 2",1240000,5/8/20
WILLIAMSBURG-EAST,"21 POWERS STREET, 1B",1299000,5/8/20
WILLIAMSBURG-SOUTH,"305 UNION AVNUE, PHB",996556,5/8/20
OCEAN PARKWAY-SOUTH,709-711 AVENUE W,995000,5/10/20
BEDFORD STUYVESANT,"97 QUINCY ST, 2F",590585,5/11/20
BERGEN BEACH,2329 EAST 69TH STREET,895000,5/11/20
BOERUM HILL,530 STATE STREET,2550000,5/11/20
BOERUM HILL,"134 BOERUM PLACE, 4",800000,5/11/20
BOROUGH PARK,1545 44TH STREET,1300000,5/11/20
CANARSIE,1238 EAST 87TH STREET,539673,5/11/20
CANARSIE,1389 EAST 91 STREET,820000,5/11/20
COBBLE HILL,"501 HICKS STREET, 205",1525000,5/11/20
DOWNTOWN-FULTON FERRY,"28 OLD FULTON STREET, THK",1800000,5/11/20
DOWNTOWN-FULTON MALL,"10 NEVINS STREET, 6C",750000,5/11/20
DOWNTOWN-METROTECH,"306 GOLD STREET, 18E",920000,5/11/20
FLATBUSH-LEFFERTS GARDEN,"644 NEW YORK AVENUE, 1",428442,5/11/20
FLATBUSH-NORTH,741 UTICA AVENUE,1665000,5/11/20
FLATLANDS,862 EAST 57 STREET,10,5/11/20
FORT GREENE,"174 CLERMONT AVENUE, 1B",1600000,5/11/20
GRAVESEND,406 VAN SICKLEN STREET,600000,5/11/20
GREENPOINT,"282A NASSAU AVENUE, 3A",824783,5/11/20
MARINE PARK,1864 RYDER STREET,1,5/11/20
OCEAN PARKWAY-NORTH,"892 EAST 7TH ST, BF",162240,5/11/20
OCEAN PARKWAY-SOUTH,632 CRAWFORD AVENUE,999000,5/11/20
PARK SLOPE SOUTH,"207A PROSPECT AVENUE, 4",1068144,5/11/20
PROSPECT HEIGHTS,"618 DEAN STREET, 1-1B",1850000,5/11/20
WILLIAMSBURG-EAST,462 LORIMER STREET,150000,5/11/20
WILLIAMSBURG-EAST,"171 DEVOE ST, 4F",646589,5/11/20
WILLIAMSBURG-NORTH,"214 NORTH 11 STREET, 1G",1385000,5/11/20
WINDSOR TERRACE,"176 SEELEY STREET, 3F",669500,5/11/20
BERGEN BEACH,2151 EAST 74TH STREET,999000,5/12/20
BOROUGH PARK,1952 51ST STREET,625000,5/12/20
BROOKLYN HEIGHTS,25 CRANBERRY STREET,1500000,5/12/20
BUSHWICK,1118 PUTNAM AVENUE,990000,5/12/20
CANARSIE,1039 EAST 92ND STREET,10,5/12/20
CLINTON HILL,"149 CLINTON AVENUE, 4D",635000,5/12/20
CROWN HEIGHTS,314 ROGERS AVENUE,1225000,5/12/20
DOWNTOWN-FULTON MALL,"10 NEVINS STREET, 11B",547819,5/12/20
DYKER HEIGHTS,7210 10TH AVENUE,850000,5/12/20
EAST NEW YORK,721 SHEPHERD AVENUE,820000,5/12/20
FLATBUSH-CENTRAL,"25 PARADE PLACE, 2C",692410,5/12/20
FLATBUSH-CENTRAL,"2515 GLENWOOD ROAD, 5F",375000,5/12/20
FORT GREENE,"175 WILLOUGHBY STREET, 2K",627189,5/12/20
GERRITSEN BEACH,2888 GERRITSEN AVENUE,550000,5/12/20
GOWANUS,"554 4 AVENUE, 7B",660000,5/12/20
OCEAN HILL,"366 BAINBRIDGE STREET, 3",597500,5/12/20
OCEAN HILL,"337 CHAUNCEY STREET, 4",1120075,5/12/20
PARK SLOPE,"670 PRESIDENT ST, 1B",630000,5/12/20
PROSPECT HEIGHTS,"550 VANDERBILT AVENUE, 1110",1394870,5/12/20
WILLIAMSBURG-CENTRAL,"417 FLUSHING AVENUE, 1A",999000,5/12/20
WILLIAMSBURG-EAST,"88 WITHERS, C2",465000,5/12/20
WILLIAMSBURG-EAST,"88 WITHERS, PS8",180000,5/12/20
WILLIAMSBURG-EAST,"88 WITHERS, PS21",180000,5/12/20
WILLIAMSBURG-EAST,"88 WITHERS, PS25",180000,5/12/20
WILLIAMSBURG-EAST,"88 WITHERS, ST1",180000,5/12/20
WILLIAMSBURG-EAST,"88 WITHERS, ST7",180000,5/12/20
WILLIAMSBURG-EAST,"88 WITHERS, ST9",180000,5/12/20
WILLIAMSBURG-NORTH,229 KENT AVENUE,3000000,5/12/20
WILLIAMSBURG-NORTH,205 NORTH 7TH STREET,9300000,5/12/20
WILLIAMSBURG-NORTH,"184 KENT AVENUE, A206",853134,5/12/20
WINDSOR TERRACE,201 GREENWOOD AVENUE,1440000,5/12/20
BATH BEACH,"1063 SHORE PARKWAY, 2B",455000,5/13/20
BAY RIDGE,"8804 FORT HAMILTON PARKWAY, B",609000,5/13/20
BEDFORD STUYVESANT,280 PATCHEN AVENUE,1321954,5/13/20
BOROUGH PARK,1882 63 ST,1210000,5/13/20
BRIGHTON BEACH,"35 BRIGHTON 2 PLACE, 3A",905000,5/13/20
BRIGHTON BEACH,"35 BRIGHTON 2 PLACE, PS5",905000,5/13/20
BROWNSVILLE,667 RALPH AVENUE,530000,5/13/20
CANARSIE,"719 EAST 85TH STREET, 402",365000,5/13/20
CROWN HEIGHTS,1621 PACIFIC STREET,1595000,5/13/20
CROWN HEIGHTS,"800 DEAN STREET, 3",1909219,5/13/20
CROWN HEIGHTS,"529 PARK PLACE, THA",1170988,5/13/20
CROWN HEIGHTS,"529 PARK PLACE, THB",1450000,5/13/20
DOWNTOWN-FULTON FERRY,"8 OLD FULTON STREET, 3N",3160000,5/13/20
DOWNTOWN-FULTON MALL,"10 NEVINS STREET, 12B",545000,5/13/20
DOWNTOWN-FULTON MALL,"110 LIVINGSTON STREET, 3U",1025000,5/13/20
DOWNTOWN-METROTECH,"365 BRIDGE STREET, 5O",1170000,5/13/20
DYKER HEIGHTS,1259 76TH STREET,1360000,5/13/20
FLATBUSH-CENTRAL,38 STRATFORD ROAD,1545375,5/13/20
FLATBUSH-NORTH,47 EAST 92ND STREET,250000,5/13/20
FLATBUSH-NORTH,624 EMPIRE BOULEVARD,1475000,5/13/20
FLATBUSH-NORTH,"651 NEW YORK AVENUE, 507",490000,5/13/20
FORT GREENE,"162 SOUTH PORTLAND, 1",1759000,5/13/20
GOWANUS,"229 9TH STREET, 205",743323,5/13/20
GOWANUS,"229 9TH STREET, 301",999000,5/13/20
GRAVESEND,1776 WEST 13TH STREET,1235000,5/13/20
GRAVESEND,2035 WEST 7TH STREET,900000,5/13/20
KENSINGTON,"71 OCEAN PARKWAY, 3F",525000,5/13/20
OCEAN HILL,1916 PROSPECT PLACE,1505000,5/13/20
OCEAN PARKWAY-NORTH,1561 EAST 7,1605000,5/13/20
OCEAN PARKWAY-NORTH,"770 OCEAN PARKWAY, 2H",365000,5/13/20
PARK SLOPE,"799-801 PRESIDENT STREET, 1",837000,5/13/20
PARK SLOPE,"423 15TH STREET, 2A",850000,5/13/20
SHEEPSHEAD BAY,2465 COYLE STREET,850000,5/13/20
SUNSET PARK,472 50TH STREET,1400000,5/13/20
SUNSET PARK,"181 18TH STREET, 307",1044801,5/13/20
WILLIAMSBURG-EAST,"171 DEVOE ST, 3R",646589,5/13/20
WILLIAMSBURG-NORTH,"1 NORTH PIER, 26B",1551000,5/13/20
BAY RIDGE,"20-40 89TH STREET, 6B",337500,5/14/20
BAY RIDGE,"149 MARINE AVENUE, LC",475000,5/14/20
BEDFORD STUYVESANT,523 MACON STREET,1000,5/14/20
BEDFORD STUYVESANT,"783 MONROE STREET, 2",655000,5/14/20
BEDFORD STUYVESANT,"449 DECATUR STREET, 2A",495000,5/14/20
BEDFORD STUYVESANT,"449 DECATUR STREET, ST-1",495000,5/14/20
BENSONHURST,2137 71ST STREET,1350000,5/14/20
BENSONHURST,1526 78TH STREET,1290000,5/14/20
BROOKLYN HEIGHTS,"360 FURMAN STREET, 1203",1576879,5/14/20
BROOKLYN HEIGHTS,"360 FURMAN STREET, P29",1576879,5/14/20
BUSHWICK,1373 GREENE AVENUE,1683500,5/14/20
CARROLL GARDENS,"344 DEGRAW STREET, 2D",930000,5/14/20
CLINTON HILL,292 LAFAYETTE AVENUE,2350000,5/14/20
CLINTON HILL,"277 WASHINGTON AVENUE, 5H",492000,5/14/20
CROWN HEIGHTS,1090 LINCOLN PLACE,1225000,5/14/20
EAST NEW YORK,212 BRADFORD STREET,845000,5/14/20
EAST NEW YORK,"12399 FLATLANDS AVENUE, 13 7A",190000,5/14/20
GRAVESEND,1740 WEST 9TH STREET,830000,5/14/20
GRAVESEND,"2260 BENSON AVENUE, 5B",448000,5/14/20
MADISON,1823 EAST 29TH STREET,825000,5/14/20
MANHATTAN BEACH,1422 SHORE BOULEVARD,1250000,5/14/20
MILL BASIN,2680 EAST 65TH STREET,1185000,5/14/20
OCEAN HILL,1270 HERKIMER STREET,872340,5/14/20
PARK SLOPE,505 1 STREET,4441250,5/14/20
PARK SLOPE,"781 UNION STREET,, 2F",655000,5/14/20
PARK SLOPE,"220 BERKELEY PLACE, 4J",450000,5/14/20
PARK SLOPE,"39 PLAZA STREET WEST, 2C",995000,5/14/20
SHEEPSHEAD BAY,"2450 EAST 11TH STREET, 2B",661863,5/14/20
SHEEPSHEAD BAY,"2450 EAST 11TH STREET, P4",661863,5/14/20
WILLIAMSBURG-EAST,"88 WITHERS, ST17",25100,5/14/20
BEDFORD STUYVESANT,"1142 BEDFORD AVENUE, 3D",950000,5/15/20
BEDFORD STUYVESANT,510-16 GATES AVENUE,11100000,5/15/20
BEDFORD STUYVESANT,"1142 BEDFORD AVENUE, P13",950000,5/15/20
BEDFORD STUYVESANT,"1142 BEDFORD AVENUE, S12",950000,5/15/20
BOROUGH PARK,1966 62ND STREET,1300000,5/15/20
BOROUGH PARK,1154 39TH STREET,900000,5/15/20
BOROUGH PARK,"1850 52ND STREET, A-1H",975000,5/15/20
BRIGHTON BEACH,"3041 BRIGHTON 2 STREET, 4B",760000,5/15/20
BRIGHTON BEACH,"3016 BRIGHTON 5TH STREET, 2A",476580,5/15/20
BRIGHTON BEACH,"40 OCEANA DRIVE WEST, 7B",685000,5/15/20
BRIGHTON BEACH,"3041 BRIGHTON 2 STREET, PS6",760000,5/15/20
BRIGHTON BEACH,"3016 BRIGHTON 5TH STREET, P1",476580,5/15/20
BROOKLYN HEIGHTS,"50 BRIDGE PARK DRIVE, 11B",3575000,5/15/20
BROOKLYN HEIGHTS,"50 BRIDGE PARK DRIVE, 15A",4315000,5/15/20
BUSHWICK,188 LINDEN STREET,888000,5/15/20
BUSHWICK,"168 EVERGREEN AVE, 1A",595000,5/15/20
CANARSIE,9219 AVENUE J,587600,5/15/20
CROWN HEIGHTS,1334 ST MARKS AVENUE,25000,5/15/20
CROWN HEIGHTS,"481 PROSPECT PLACE, 4A",1080000,5/15/20
